0, True, Normal, -0.04449223, -0.0428243, -0.06776018, CubeS, 0.015439, 0.040576, 0.065400, Policy
7715, True, Normal, -0.02629409, -0.11261206, -0.15063087, CylinderS, -0.007756, 0.030796, 0.065400, Policy
7716, True, Normal, 0.03479453, -0.13012474, -0.21838523, CubeB, 0.034856, 0.025270, 0.065400, Policy
7717, True, Normal, -0.15432465, -0.14413755, -0.23928, CylinderS, 0.008725, 0.020138, 0.065400, Policy
7718, True, Normal, -0.15590755, 0.02310475, -0.07602209, CubeS, -0.014557, 0.010240, 0.065400, Policy
7719, True, Top, -1.56399862, -0.12686223, -1.82079938, Cone1S, -0.016409, 0.053882, 0.050000, Policy
7720, True, Normal, -0.0313818, -0.13885055, -0.09297454, CylinderS, -0.020823, 0.033433, 0.065400, Policy
7721, True, Top, -1.57372836, -0.00240959, -1.73708352, Cone1S, -0.043839, -0.031078, 0.050000, Policy
7722, True, Normal, -0.12787849, -0.20344369, -0.07928156, CubeB, 0.011637, 0.026623, 0.065400, Policy
7723, True, Normal, 0.08287247, -0.06002494, -0.02461059, CubeS, 0.015325, 0.019957, 0.065400, Policy
7724, True, Top, -1.56713084, 0.09254348, -1.75709247, Cone1S, -0.029687, 0.020429, 0.050000, Policy
7725, True, Normal, -0.20005771, -0.10023601, 0.01788517, CubeS, -0.024634, 0.029998, 0.065400, Policy
7726, True, Normal, -0.21901141, -0.20443419, 0.07267119, CylinderS, 0.024926, 0.036433, 0.065400, Policy
7727, True, Normal, 0.01609484, -0.06441311, -0.13764062, CubeB, -0.020467, 0.029699, 0.065400, Policy
7728, True, Normal, -0.20647025, -0.10743887, -0.17530061, CubeS, 0.022053, 0.007110, 0.065400, Policy
7729, True, Normal, 0.04180554, -0.1589541, -0.01318691, CubeB, -0.020806, 0.025397, 0.065400, Policy
7730, True, Top, -1.65343244, -0.20487943, -1.58839558, Cone1S, -0.007413, 0.020800, 0.050000, Policy
7731, True, Normal, -0.14211296, -0.17504967, 0.03240521, CylinderS, 0.069688, 0.000899, 0.065400, Policy
7732, True, Normal, -0.1376976, -0.05246003, -0.09754174, CubeB, -0.021793, 0.006324, 0.065400, Policy
7733, True, Normal, -0.10835735, 0.03932788, -0.11646394, CylinderS, -0.040682, 0.028359, 0.065400, Policy
7734, True, Normal, -0.14461533, -0.1009695, -0.21972355, CubeS, -0.003590, 0.023996, 0.065400, Policy
7735, True, Top, -1.65271585, -0.0880227, -1.63916432, Cone1S, -0.025455, 0.043808, 0.050000, Policy
7736, True, Normal, -0.29169294, 0.04479795, -0.11757129, CylinderS, 0.034539, 0.007381, 0.065400, Policy
7737, True, Top, -1.62171298, -0.07178187, -1.69087245, Cone1S, 0.032573, -0.020992, 0.050000, Policy
7738, True, Normal, -0.19793308, -0.27680014, -0.16676639, CubeB, -0.003802, 0.018661, 0.065400, Policy
7739, True, Normal, -0.08157847, -0.3319965, 0.12398154, CubeS, -0.028048, 0.032863, 0.065400, Policy
7740, True, Top, -1.5738843, 0.05010973, -1.72630468, Cone1S, -0.023772, 0.032024, 0.050000, Policy
7741, True, Normal, -0.08455121, -0.18803371, -0.14928499, CubeS, -0.029818, 0.022782, 0.065400, Policy
7742, True, Normal, -0.02041109, -0.0784354, -0.10459448, CylinderS, -0.008260, 0.025151, 0.065400, Policy
7743, True, Normal, 0.05380794, -0.22677637, -0.03821064, CubeB, -0.058356, 0.005439, 0.065400, Policy
7744, True, Normal, 0.08274523, -0.05289536, -0.02328529, CubeS, -0.013044, 0.027167, 0.065400, Policy
7745, True, Normal, -0.12358904, -0.0647449, -0.14679637, CubeB, 0.027839, 0.007310, 0.065400, Policy
7746, True, Top, -1.58538418, -0.21143912, -1.62321057, Cone1S, -0.021740, -0.043071, 0.050000, Policy
7747, True, Normal, -0.14091875, -0.14118486, -0.0621413, CylinderS, -0.056024, 0.020391, 0.065400, Policy
7748, True, Normal, 0.04908756, -0.09488963, -0.06238115, CubeB, 0.013979, 0.008036, 0.065400, Policy
7749, True, Normal, -0.13139351, -0.01669849, -0.05671932, CylinderS, 0.044513, 0.023415, 0.065400, Policy
7750, True, Normal, -0.13567783, 0.00983492, -0.05435965, CubeS, -0.002881, 0.031634, 0.065400, Policy
7751, True, Top, -1.7369372, -0.0210014, -1.58526227, Cone1S, -0.000049, 0.017828, 0.050000, Policy
7752, True, Normal, -0.09081665, -0.04047119, -0.08531722, CylinderS, -0.026051, 0.033905, 0.065400, Policy
7753, True, Top, -1.56266036, -0.07798871, -1.6714414, Cone1S, -0.007009, 0.020476, 0.050000, Policy
7754, True, Normal, -0.08313104, -0.26612411, -0.02929916, CubeB, -0.031790, 0.010794, 0.065400, Policy
7755, True, Normal, -0.17391632, -0.14627754, -0.04369126, CubeS, 0.062507, 0.006555, 0.065400, Policy
7756, True, Top, -1.49978312, -0.0373888, -1.70268353, Cone1S, 0.021334, -0.045254, 0.050000, Policy
7757, True, Normal, 0.04748752, -0.09740483, -0.1458036, CubeS, 0.051087, 0.011958, 0.065400, Policy
7758, True, Normal, -0.06625941, 0.0007673, -0.09066263, CylinderS, 0.042527, 0.004335, 0.065400, Policy
7759, True, Normal, -0.10797808, -0.04423568, 0.14017946, CubeB, -0.027386, 0.000093, 0.065400, Policy
7760, True, Normal, -0.09032121, -0.029034, -0.21841557, CubeS, -0.014121, 0.030025, 0.065400, Policy
7761, True, Normal, -0.04263983, 0.07364305, 0.01926805, CubeB, 0.010226, 0.031089, 0.065400, Policy
7762, True, Top, -1.66259374, -0.01521172, -1.79669081, Cone1S, -0.018660, 0.051112, 0.050000, Policy
7763, True, Normal, -0.05314946, 0.02435479, -0.00599245, CylinderS, 0.022713, 0.020676, 0.065400, Policy
7764, True, Normal, -0.1246534, -0.15712399, -0.14118434, CubeB, 0.007045, 0.017823, 0.065400, Policy
7765, True, Normal, -0.08740692, 0.03469531, -0.15132372, CylinderS, -0.051999, 0.016597, 0.065400, Policy
7766, True, Normal, -0.1580207, -0.06110064, -0.0973786, CubeS, -0.013368, 0.026628, 0.065400, Policy
7767, True, Top, -1.72231155, -0.14606295, -1.68581916, Cone1S, 0.017000, 0.040791, 0.050000, Policy
7768, True, Normal, -0.12848791, -0.00763005, -0.14536505, CylinderS, -0.039564, 0.000431, 0.065400, Policy
7769, True, Top, -1.54651023, -0.10791061, -1.76582829, Cone1S, 0.009251, -0.050741, 0.050000, Policy
7770, True, Normal, -0.32491928, -0.08899742, -0.07657763, CubeB, -0.017102, 0.017123, 0.065400, Policy
7771, True, Normal, -0.1279589, 0.02799653, -0.07500626, CubeS, -0.043158, 0.001761, 0.065400, Policy
7772, True, Top, -1.68657489, -0.08708518, -1.65630912, Cone1S, 0.034119, -0.051699, 0.050000, Policy
7773, True, Normal, -0.11760341, -0.01437532, -0.02827245, CubeS, 0.029084, 0.001449, 0.065400, Policy
7774, True, Normal, 0.0329946, -0.04576764, -0.19806671, CylinderS, -0.011029, 0.051820, 0.065400, Policy
7775, True, Normal, -0.14108237, -0.22750375, -0.2588571, CubeB, 0.013230, 0.003692, 0.065400, Policy
7776, True, Normal, 0.01897858, 0.00585872, -0.07322993, CubeS, -0.015945, 0.000265, 0.065400, Policy
7777, True, Normal, -0.07087247, -0.07894689, -0.21179517, CubeB, 0.016367, 0.002798, 0.065400, Policy
7778, True, Top, -1.63300563, -0.12402095, -1.64573742, Cone1S, 0.002171, -0.037784, 0.050000, Policy
7779, True, Normal, -0.13752653, -0.15789528, -0.2095227, CylinderS, 0.013900, 0.025049, 0.065400, Policy
7780, True, Normal, -0.13449752, -0.04931058, -0.0900052, CubeB, -0.027372, 0.006637, 0.065400, Policy
7781, True, Normal, -0.16240581, -0.17485572, -0.20807202, CylinderS, -0.061489, 0.013498, 0.065400, Policy
7782, True, Normal, -0.03635506, -0.09668309, -0.08963949, CubeS, 0.065003, 0.005954, 0.065400, Policy
7783, True, Top, -1.6675292, -0.07583406, -1.65526509, Cone1S, 0.029722, 0.035466, 0.050000, Policy
7784, True, Normal, -0.12469132, -0.10219386, 0.01083254, CylinderS, 0.011981, 0.027773, 0.065400, Policy
7785, True, Top, -1.70288989, -0.12063047, -1.65942181, Cone1S, -0.041318, -0.005904, 0.050000, Policy
7786, True, Normal, 0.06803232, -0.02970753, -0.254202, CubeB, 0.025545, 0.013583, 0.065400, Policy
7787, True, Normal, -0.10566257, -0.06394901, -0.10345376, CubeS, -0.021865, 0.031972, 0.065400, Policy
7788, True, Top, -1.72753662, -0.00812205, -1.48374277, Cone1S, -0.000445, 0.045924, 0.050000, Policy
7789, True, Normal, -0.0566205, -0.17791361, -0.10776451, CubeS, 0.001634, 0.047084, 0.065400, Policy
7790, True, Normal, -0.08095074, -0.07300886, -0.12591939, CylinderS, -0.008336, 0.000765, 0.065400, Policy
7791, True, Normal, -0.1754558, -0.08429215, -0.05581003, CubeB, -0.018254, 0.001151, 0.065400, Policy
7792, True, Normal, 0.00995298, -0.10105849, -0.03327245, CubeS, 0.023967, 0.023769, 0.065400, Policy
7793, True, Normal, -0.16010723, 0.00935796, -0.06513979, CubeB, 0.014705, 0.039777, 0.065400, Policy
7794, True, Top, -1.71889378, -0.00690439, -1.63291855, Cone1S, -0.013017, 0.018695, 0.050000, Policy
7795, True, Normal, -0.07200217, -0.16991419, -0.20356326, CylinderS, -0.025014, 0.008495, 0.065400, Policy
7796, True, Normal, -0.02324688, -0.07210943, 0.08763852, CubeB, -0.022365, 0.001780, 0.065400, Policy
7797, True, Normal, -0.13935835, -0.14625493, -0.08051452, CylinderS, -0.045758, 0.008533, 0.065400, Policy
7798, True, Normal, -0.0349982, -0.04768422, -0.12303167, CubeS, -0.017778, 0.014378, 0.065400, Policy
7799, True, Top, -1.51364304, -0.10252204, -1.75593943, Cone1S, -0.014307, 0.014066, 0.050000, Policy
7800, True, Normal, -0.05125864, -0.03532028, -0.07028157, CylinderS, 0.022554, 0.033670, 0.065400, Policy
7801, True, Top, -1.74219556, -0.09270689, -1.64955438, Cone1S, 0.005869, -0.067766, 0.050000, Policy
7802, True, Normal, -0.02168737, -0.06364494, -0.12606651, CubeB, 0.029207, 0.002448, 0.065400, Policy
7803, True, Normal, 7.07985022e-02, -6.71432942e-02, -7.57123313e-05, CubeS, 0.026438, 0.010505, 0.065400, Policy
7804, True, Top, -1.87757355, -0.05880439, -1.55112735, Cone1S, 0.021239, -0.079571, 0.050000, Policy
7805, True, Normal, -0.12642444, 0.00025059, -0.23342834, CubeS, 0.024761, 0.018926, 0.065400, Policy
7806, True, Normal, -0.17635499, 0.08943565, -0.27452881, CylinderS, 0.000852, 0.003663, 0.065400, Policy
7807, True, Normal, -0.0144746, 0.02209845, 0.00136582, CubeB, -0.009568, 0.030788, 0.065400, Policy
7808, True, Normal, -0.07239268, -0.24252591, 0.00552567, CubeS, -0.065133, 0.011113, 0.065400, Policy
7809, True, Normal, -0.09800601, -0.07077372, 0.01723567, CubeB, 0.007466, 0.015725, 0.065400, Policy
7810, True, Top, -1.85475017e+00, -1.56474573e-03, -1.78910678e+00, Cone1S, -0.000631, -0.039035, 0.050000, Policy
7811, True, Normal, -0.18969656, 0.01480995, -0.03457819, CylinderS, 0.021220, 0.003077, 0.065400, Policy
7812, True, Normal, -0.11021958, -0.07046235, 0.05482705, CubeB, -0.008282, 0.009600, 0.065400, Policy
7813, True, Normal, -0.00902811, -0.14631917, -0.33703793, CylinderS, -0.022785, 0.035119, 0.065400, Policy
7814, True, Normal, -0.09274811, -0.03405569, -0.05109015, CubeS, -0.030135, 0.029968, 0.065400, Policy
7815, True, Top, -1.61226993, 0.10714262, -1.58084208, Cone1S, 0.027711, -0.030768, 0.050000, Policy
7816, True, Normal, -0.19759393, -0.19380328, -0.14370886, CylinderS, 0.006914, 0.028068, 0.065400, Policy
7817, True, Top, -1.51878296, -0.17682907, -1.6285191, Cone1S, 0.030791, -0.015760, 0.050000, Policy
7818, True, Normal, -0.08349349, -0.17910806, -0.14348609, CubeB, -0.003736, 0.012245, 0.065400, Policy
7819, True, Normal, -0.17708904, -0.10268923, 0.07532736, CubeS, -0.059127, 0.003794, 0.065400, Policy
7820, True, Top, -1.73170189, -0.12651453, -1.77644445, Cone1S, -0.028182, 0.001396, 0.050000, Policy
7821, True, Normal, -0.20774611, -0.12227034, -0.16858909, CubeS, 0.020365, 0.046302, 0.065400, Policy
7822, True, Normal, 0.02062328, 0.01783837, -0.0250265, CylinderS, 0.028557, 0.028396, 0.065400, Policy
7823, True, Normal, -0.00868988, -0.04880686, -0.07029118, CubeB, -0.068936, 0.006492, 0.065400, Policy
7824, True, Normal, -0.1364549, -0.04450036, -0.00175547, CubeS, -0.017617, 0.000701, 0.065400, Policy
7825, True, Normal, -0.16670308, -0.19549315, -0.13852571, CubeB, -0.008867, 0.025060, 0.065400, Policy
7826, True, Top, -1.52793865, -0.07936335, -1.61944855, Cone1S, 0.007086, 0.035335, 0.050000, Policy
7827, True, Normal, -0.20505976, -0.13206677, -0.01678782, CylinderS, 0.030148, 0.008146, 0.065400, Policy
7828, True, Normal, -0.28035871, -0.13858167, -0.08840524, CubeB, -0.007653, 0.004635, 0.065400, Policy
7829, True, Normal, -0.07266128, -0.03098492, -0.1224395, CylinderS, -0.017435, 0.006188, 0.065400, Policy
7830, True, Normal, -0.00065068, -0.12490508, -0.11113845, CubeS, -0.017670, 0.027356, 0.065400, Policy
7831, True, Top, -1.70235875, -0.09672612, -1.47079268, Cone1S, -0.010059, 0.058474, 0.050000, Policy
7832, True, Normal, -0.04707379, 0.05179189, -0.01262962, CylinderS, -0.000463, 0.012876, 0.065400, Policy
7833, True, Top, -1.64910195, 0.00620675, -1.55409203, Cone1S, -0.016073, 0.038992, 0.050000, Policy
7834, True, Normal, -0.08560557, -0.17625795, -0.15624491, CubeB, 0.027560, 0.004927, 0.065400, Policy
7835, True, Normal, -0.02290047, -0.14723723, -0.10790537, CubeS, -0.011568, 0.017848, 0.065400, Policy
7836, True, Top, -1.63802668, -0.15885721, -1.58139378, Cone1S, 0.019512, 0.004499, 0.050000, Policy
7837, True, Normal, -0.31574732, -0.11043974, -0.03888092, CubeS, -0.013427, 0.037446, 0.065400, Policy
7838, True, Normal, -0.13893819, -0.19918579, -0.18372715, CylinderS, -0.017353, 0.040805, 0.065400, Policy
7839, True, Normal, 0.06612536, -0.12828147, -0.12921422, CubeB, -0.004458, 0.002365, 0.065400, Policy
7840, True, Normal, -0.02982921, -0.15849586, 0.02752677, CubeS, 0.002976, 0.051197, 0.065400, Policy
7841, True, Normal, -0.08371936, -0.22771045, -0.22170548, CubeB, -0.034567, 0.005195, 0.065400, Policy
7842, True, Top, -1.75831097, -0.20286043, -1.70723638, Cone1S, -0.002492, -0.030143, 0.050000, Policy
7843, True, Normal, 0.02896797, 0.05698998, -0.03869767, CylinderS, 0.028229, 0.028781, 0.065400, Policy
7844, True, Normal, -0.03290287, -0.06620847, 0.05055119, CubeB, -0.062176, 0.005271, 0.065400, Policy
7845, True, Normal, 0.01364191, -0.1571523, -0.07093261, CylinderS, -0.006755, 0.000265, 0.065400, Policy
7846, True, Normal, -0.20036713, -0.11216304, -0.00525867, CubeS, 0.022581, 0.026176, 0.065400, Policy
7847, True, Top, -1.71876632, -0.2567834, -1.65410964, Cone1S, -0.006844, -0.026115, 0.050000, Policy
7848, True, Normal, -0.06269193, -0.17813923, -0.16576546, CylinderS, -0.014703, 0.029714, 0.065400, Policy
7849, True, Top, -1.62193497, 0.00869551, -1.55358914, Cone1S, 0.020669, -0.044707, 0.050000, Policy
7850, True, Normal, -0.13217225, -0.04701989, -0.02314953, CubeB, -0.020143, 0.015133, 0.065400, Policy
7851, True, Normal, -0.19232184, -0.11399408, -0.15001064, CubeS, -0.057083, 0.004661, 0.065400, Policy
7852, True, Top, -1.49058419, -0.10045512, -1.64247351, Cone1S, 0.011984, -0.020726, 0.050000, Policy
7853, True, Normal, 0.02210786, -0.10068629, -0.02004297, CubeS, 0.030572, 0.010130, 0.065400, Policy
7854, True, Normal, -0.06764723, -0.10321617, -0.08530489, CylinderS, -0.000964, 0.004313, 0.065400, Policy
7855, True, Normal, -0.11431525, -0.05274971, -0.10436356, CubeB, 0.012162, 0.001795, 0.065400, Policy
7856, True, Normal, -0.09239314, -0.18253476, -0.10967383, CubeS, 0.006754, 0.039055, 0.065400, Policy
7857, True, Normal, -0.15912154, -0.06712089, -0.171418, CubeB, -0.055986, 0.001736, 0.065400, Policy
7858, True, Top, -1.52098184, -0.17743618, -1.56608278, Cone1S, -0.012045, 0.017456, 0.050000, Policy
7859, True, Normal, -0.07699076, -0.0914944, -0.16129994, CylinderS, 0.075411, 0.000891, 0.065400, Policy
7860, True, Normal, -0.17894459, -0.07292721, -0.01905057, CubeB, -0.051998, 0.011181, 0.065400, Policy
7861, True, Normal, -0.07509464, -0.05599343, 0.02117713, CylinderS, 0.002121, 0.036907, 0.065400, Policy
7862, True, Normal, 0.02712308, -0.09223489, 0.02613783, CubeS, -0.048151, 0.017817, 0.065400, Policy
7863, True, Top, -1.61358824, 0.06968393, -1.55949523, Cone1S, 0.003310, 0.020925, 0.050000, Policy
7864, True, Normal, -0.22005795, -0.04840241, -0.18712758, CylinderS, 0.025325, 0.022297, 0.065400, Policy
7865, True, Top, -1.53581287, 0.14204626, -1.64643122, Cone1S, 0.006863, 0.020730, 0.050000, Policy
7866, True, Normal, -0.06178201, -0.06647269, 0.01648486, CubeB, 0.015624, 0.016422, 0.065400, Policy
7867, True, Normal, -0.17096285, -0.17910753, -0.08996665, CubeS, 0.003884, 0.014657, 0.065400, Policy
7868, True, Top, -1.68291103, -0.01095594, -1.71366944, Cone1S, -0.018845, -0.067453, 0.050000, Policy
7869, True, Normal, -0.1927688, 0.14325923, -0.15280612, CubeS, -0.065013, 0.011312, 0.065400, Policy
7870, True, Normal, -0.03872861, -0.13580074, -0.05411606, CylinderS, 0.037250, 0.017419, 0.065400, Policy
7871, True, Normal, -0.01283255, -0.07352486, -0.13476856, CubeB, 0.014250, 0.030538, 0.065400, Policy
7872, True, Normal, -0.13201717, 0.04273157, -0.15282398, CubeS, -0.063056, 0.003035, 0.065400, Policy
7873, True, Normal, 0.2248952, -0.06971591, -0.04539643, CubeB, 0.007958, 0.024708, 0.065400, Policy
7874, True, Top, -1.62463588, -0.10366177, -1.65433292, Cone1S, -0.028064, 0.020449, 0.050000, Policy
7875, True, Normal, 0.01704928, -0.15652465, -0.17016355, CylinderS, 0.019413, 0.032693, 0.065400, Policy
7876, True, Normal, -0.14048728, -0.14648786, -0.06853029, CubeB, 0.006671, 0.006056, 0.065400, Policy
7877, True, Normal, -0.25830007, -0.02140978, -0.09748207, CylinderS, -0.003544, 0.006520, 0.065400, Policy
7878, True, Normal, -0.12718526, -0.05189348, -0.10592531, CubeS, 0.036764, 0.000735, 0.065400, Policy
7879, True, Top, -1.62901933, -0.12197762, -1.57968461, Cone1S, 0.032348, -0.022775, 0.050000, Policy
7880, True, Normal, -0.10206464, 0.03646828, -0.11481807, CylinderS, 0.012375, 0.022982, 0.065400, Policy
7881, True, Top, -1.59867997, -0.04321427, -1.81471141, Cone1S, -0.009446, -0.016101, 0.050000, Policy
7882, True, Normal, -0.07636022, -0.04762266, -0.07303273, CubeB, -0.039025, 0.014684, 0.065400, Policy
7883, True, Normal, 0.04313291, -0.16232198, -0.0313881, CubeS, 0.044250, 0.000515, 0.065400, Policy
7884, True, Top, -1.7243764, 0.05206693, -1.738904, Cone1S, 0.036613, -0.011549, 0.050000, Policy
7885, True, Normal, -0.04793077, -0.01695557, -0.08585938, CubeS, -0.012785, 0.011359, 0.065400, Policy
7886, True, Normal, -0.0961138, -0.01239765, -0.04828902, CylinderS, -0.008419, 0.043447, 0.065400, Policy
7887, True, Normal, -0.01846733, -0.22724718, -0.08692743, CubeB, 0.003311, 0.011357, 0.065400, Policy
7888, True, Normal, -0.006477, -0.13471667, -0.13188077, CubeS, -0.007167, 0.004929, 0.065400, Policy
7889, True, Normal, -0.09211496, -0.14558534, -0.0425374, CubeB, -0.057022, 0.004484, 0.065400, Policy
7890, True, Top, -1.68631829e+00, -9.30580794e-05, -1.66550395e+00, Cone1S, -0.034049, -0.006397, 0.050000, Policy
7891, True, Normal, -0.16225234, -0.32744633, -0.0307037, CylinderS, 0.000495, 0.035338, 0.065400, Policy
7892, True, Normal, 0.02879409, -0.04547155, -0.19572814, CubeB, -0.004852, 0.011748, 0.065400, Policy
7893, True, Normal, -0.07649817, -0.03479146, -0.01191279, CylinderS, -0.035958, 0.002601, 0.065400, Policy
7894, True, Normal, -0.01657024, -0.08484895, -0.03326804, CubeS, -0.019521, 0.013579, 0.065400, Policy
7895, True, Top, -1.43662479, -0.24738228, -1.55827794, Cone1S, 0.027763, 0.002215, 0.050000, Policy
7896, True, Normal, -0.04576599, -0.14166335, -0.0982039, CylinderS, 0.038549, 0.017204, 0.065400, Policy
7897, True, Top, -1.64419479, 0.06392701, -1.56657798, Cone1S, -0.019770, 0.026926, 0.050000, Policy
7898, True, Normal, -0.1383517, 0.10243958, -0.11134555, CubeB, -0.046229, 0.000101, 0.065400, Policy
7899, True, Normal, -0.18970548, -0.07921256, -0.16343612, CubeS, -0.020149, 0.012495, 0.065400, Policy
7900, True, Top, -1.54229444, -0.16946907, -1.53487879, Cone1S, 0.039102, -0.068998, 0.050000, Policy
7901, True, Normal, -0.12742918, -0.13643122, -0.02622605, CubeS, 0.024965, 0.007338, 0.065400, Policy
7902, True, Normal, -0.06331157, -0.19358013, -0.05038429, CylinderS, -0.023690, 0.031890, 0.065400, Policy
7903, True, Normal, -0.12965844, -0.0801831, 0.01613552, CubeB, 0.033670, 0.017253, 0.065400, Policy
7904, True, Normal, -0.23567778, -0.02223178, -0.07223243, CubeS, 0.067242, 0.000494, 0.065400, Policy
7905, True, Normal, -0.22506841, -0.07763943, -0.11568775, CubeB, 0.018507, 0.018080, 0.065400, Policy
7906, True, Top, -1.75591831, 0.02995382, -1.82736173, Cone1S, 0.005208, 0.000872, 0.050000, Policy
7907, True, Normal, 0.00659706, -0.12022785, -0.01855886, CylinderS, -0.027605, 0.037486, 0.065400, Policy
7908, True, Normal, 0.00621128, -0.05746337, -0.23741201, CubeB, -0.015414, 0.013544, 0.065400, Policy
7909, True, Normal, 0.0542967, 0.01498896, -0.04599265, CylinderS, 0.031709, 0.017922, 0.065400, Policy
7910, True, Normal, 0.02385479, -0.13009584, -0.06334017, CubeS, -0.064129, 0.001992, 0.065400, Policy
7911, True, Top, -1.58525669, -0.16591181, -1.6418222, Cone1S, 0.021097, -0.024304, 0.050000, Policy
7912, True, Normal, -0.09351978, -0.07762022, -0.01327742, CylinderS, 0.039433, 0.012668, 0.065400, Policy
7913, True, Top, -1.57176976, -0.21224453, -1.60281671, Cone1S, -0.034394, 0.009255, 0.050000, Policy
7914, True, Normal, -0.17759894, -0.00691462, -0.19982197, CubeB, 0.020858, 0.017488, 0.065400, Policy
7915, True, Normal, -0.18259156, -0.22411413, -0.1592536, CubeS, 0.013977, 0.026440, 0.065400, Policy
7916, True, Top, -1.54160039, -0.05572462, -1.61229708, Cone1S, 0.015380, -0.068016, 0.050000, Policy
7917, True, Normal, 0.09417661, 0.00650674, -0.07118984, CubeS, -0.055386, 0.008731, 0.065400, Policy
7918, True, Normal, -0.07414684, -0.17314234, -0.08811499, CylinderS, -0.041578, 0.030976, 0.065400, Policy
7919, True, Normal, -0.18322683, -0.13841641, -0.00500046, CubeB, -0.054806, 0.018159, 0.065400, Policy
7920, True, Normal, -0.05422405, -0.07756852, -0.08784161, CubeS, 0.009583, 0.020891, 0.065400, Policy
7921, True, Normal, -0.05311462, -0.1907794, -0.02465277, CubeB, 0.027293, 0.015817, 0.065400, Policy
7922, True, Top, -1.56360633, -0.17364953, -1.6628038, Cone1S, -0.003922, -0.026903, 0.050000, Policy
7923, True, Normal, -0.08211538, 0.05147495, -0.05816628, CylinderS, 0.014136, 0.038653, 0.065400, Policy
7924, True, Normal, -0.15370579, -0.04990404, -0.13835418, CubeB, -0.025679, 0.021194, 0.065400, Policy
7925, True, Normal, -0.12691401, -0.09242655, -0.01035537, CylinderS, -0.058612, 0.000746, 0.065400, Policy
7926, True, Normal, -0.09360576, -0.04954574, -0.0505362, CubeS, 0.013020, 0.022573, 0.065400, Policy
7927, True, Top, -1.57695275, -0.00757881, -1.7752108, Cone1S, -0.033464, -0.059527, 0.050000, Policy
7928, True, Normal, -0.14305785, -0.08784733, -0.10604834, CylinderS, -0.019840, 0.038694, 0.065400, Policy
7929, True, Top, -1.86533152, -0.07190432, -1.59411482, Cone1S, 0.016144, -0.075960, 0.050000, Policy
7930, True, Normal, -0.09978897, 0.0370108, -0.08777815, CubeB, -0.059657, 0.000710, 0.065400, Policy
7931, True, Normal, -0.15592735, -0.21345802, 0.02045477, CubeS, 0.072121, 0.001192, 0.065400, Policy
7932, True, Top, -1.62938282, -0.09241306, -1.57759438, Cone1S, 0.025754, -0.000539, 0.050000, Policy
7933, True, Normal, -0.13244527, -0.0545034, -0.00839125, CubeS, 0.042290, 0.008560, 0.065400, Policy
7934, True, Normal, -0.03540297, -0.1133205, 0.03697624, CylinderS, -0.010712, 0.036391, 0.065400, Policy
7935, True, Normal, -0.1298449, -0.04148969, -0.13163162, CubeB, 0.027575, 0.008937, 0.065400, Policy
7936, True, Normal, -0.07368024, -0.12783102, -0.21573248, CubeS, -0.009194, 0.037004, 0.065400, Policy
7937, True, Normal, -0.11225867, -0.18109291, -0.00767947, CubeB, 0.020072, 0.001378, 0.065400, Policy
7938, True, Top, -1.58326845, -0.03121129, -1.62218553, Cone1S, -0.016252, -0.002646, 0.050000, Policy
7939, True, Normal, -0.11422159, -0.14958791, -0.02120017, CylinderS, -0.026856, 0.039590, 0.065400, Policy
7940, True, Normal, -0.18609873, -0.03182382, -0.0365326, CubeB, 0.000681, 0.025796, 0.065400, Policy
7941, True, Normal, -0.21368392, 0.0145309, 0.10776589, CylinderS, -0.076789, 0.000412, 0.065400, Policy
7942, True, Normal, -0.2573819, -0.18697654, -0.01108173, CubeS, 0.014519, 0.040961, 0.065400, Policy
7943, True, Top, -1.71316472, -0.15141466, -1.62117622, Cone1S, 0.030570, 0.018753, 0.050000, Policy
7944, True, Normal, -0.10054235, -0.11010579, -0.08907331, CylinderS, 0.020893, 0.029296, 0.065400, Policy
7945, True, Top, -1.7269253, -0.18169211, -1.65837185, Cone1S, -0.041712, -0.018653, 0.050000, Policy
7946, True, Normal, -0.15820345, -0.102401, -0.23988881, CubeB, 0.029640, 0.006945, 0.065400, Policy
7947, True, Normal, -0.14586094, -0.13457662, -0.21274837, CubeS, 0.034675, 0.018198, 0.065400, Policy
7948, True, Top, -1.72161836, -0.08700748, -1.75491262, Cone1S, -0.022951, 0.012475, 0.050000, Policy
7949, True, Normal, -0.13062835, -0.22990995, -0.08565055, CubeS, 0.018936, 0.033026, 0.065400, Policy
7950, True, Normal, 0.02511652, -0.05908622, -0.01644422, CylinderS, 0.077949, 0.001152, 0.065400, Policy
7951, True, Normal, -0.01949653, -0.04997683, 0.05972207, CubeB, -0.012489, 0.035260, 0.065400, Policy
7952, True, Normal, -0.1154369, 0.00037557, -0.13182373, CubeS, -0.018945, 0.031387, 0.065400, Policy
7953, True, Normal, -0.04957363, -0.01840616, -0.08724648, CubeB, 0.029652, 0.009987, 0.065400, Policy
7954, True, Top, -1.71362742, -0.14065656, -1.71853605, Cone1S, -0.007991, -0.017222, 0.050000, Policy
7955, True, Normal, -0.0483184, -0.07263953, -0.03496691, CylinderS, -0.026098, 0.037321, 0.065400, Policy
7956, True, Normal, -0.24963793, -0.10026513, -0.10323567, CubeB, 0.004594, 0.000250, 0.065400, Policy
7957, True, Normal, -0.06429928, 0.15536581, -0.16954258, CylinderS, 0.033795, 0.020302, 0.065400, Policy
